downtime_id,equipment_id,failure_date,repair_start_date,repair_end_date,downtime_hours,failure_type,failure_component,root_cause,maintenance_type,repair_cost
DT00337,EQ0025,2024-10-03,2024-10-03 05:00:00,2024-10-03 15:15:00,10.25,Mechanical,Hydraulic Pump,Root cause analysis: Design flaw,Reactive,34825.11
DT00338,EQ0025,2025-11-12,2025-11-12 03:00:00,2025-11-13 08:11:24,29.19,Structural,Fuel System,Root cause analysis: Material fatigue,Reactive,9694.81
DT00339,EQ0026,2023-12-08,2023-12-08 03:00:00,2023-12-09 15:16:12,36.27,Electrical,Cooling System,Root cause analysis: Material fatigue,Preventive,31160.79
DT00340,EQ0026,2025-01-05,2025-01-05 08:00:00,2025-01-08 04:37:48,68.63,Electrical,Alternator,Root cause analysis: Material fatigue,Preventive,48209.54
DT00341,EQ0026,2025-11-01,2025-11-01 07:00:00,2025-11-03 06:42:36,47.71,Engine,Fuel System,Root cause analysis: Material fatigue,Predictive,24690.63
DT00342,EQ0026,2023-06-19,2023-06-19 04:00:00,2023-06-20 21:34:48,41.58,Hydraulic,Engine,Root cause analysis: Design flaw,Reactive,11629.75
DT00343,EQ0026,2024-08-14,2024-08-14 08:00:00,2024-08-14 21:46:12,13.77,Structural,Undercarriage,Root cause analysis: External damage,Reactive,25784.9
DT00344,EQ0026,2023-08-22,2023-08-22 06:00:00,2023-08-23 02:45:00,20.75,Structural,Engine,Root cause analysis: Material fatigue,Preventive,27544.49
DT00345,EQ0026,2025-05-20,2025-05-20 04:00:00,2025-05-20 13:10:12,9.17,Hydraulic,Engine,Root cause analysis: Material fatigue,Reactive,13509.35
DT00346,EQ0026,2023-06-28,2023-06-28 02:00:00,2023-06-29 10:43:48,32.73,Electrical,Alternator,Root cause analysis: External damage,Predictive,34612.11
DT00347,EQ0026,2025-05-26,2025-05-26 03:00:00,2025-05-26 16:37:12,13.62,Electrical,Alternator,Root cause analysis: Wear and tear,Preventive,28718.68
DT00348,EQ0026,2025-12-26,2025-12-26 03:00:00,2025-12-27 00:40:48,21.68,Hydraulic,Brake System,Root cause analysis: Design flaw,Reactive,28850.41
DT00349,EQ0027,2023-10-05,2023-10-05 07:00:00,2023-10-08 04:23:24,69.39,Mechanical,Brake System,Root cause analysis: Operator error,Preventive,35220.61
DT00350,EQ0027,2023-09-29,2023-09-29 06:00:00,2023-09-30 01:28:48,19.48,Electrical,Fuel System,Root cause analysis: Material fatigue,Preventive,7537.5
DT00351,EQ0027,2024-07-04,2024-07-04 07:00:00,2024-07-06 04:57:00,45.95,Engine,Transmission,Root cause analysis: Wear and tear,Reactive,20441.11
DT00352,EQ0027,2024-07-23,2024-07-23 06:00:00,2024-07-25 08:37:48,50.63,Engine,Undercarriage,Root cause analysis: Design flaw,Predictive,29306.8
DT00353,EQ0027,2023-07-10,2023-07-10 08:00:00,2023-07-12 13:10:12,53.17,Hydraulic,Transmission,Root cause analysis: External damage,Reactive,20186.94
DT00354,EQ0027,2025-05-29,2025-05-29 08:00:00,2025-05-31 19:44:24,59.74,Hydraulic,Cooling System,Root cause analysis: Design flaw,Preventive,17218.88
DT00355,EQ0027,2023-09-25,2023-09-25 08:00:00,2023-09-27 01:37:48,41.63,Hydraulic,Engine,Root cause analysis: Wear and tear,Reactive,5428.95
DT00356,EQ0027,2025-07-30,2025-07-30 03:00:00,2025-07-30 06:08:24,3.14,Engine,Undercarriage,Root cause analysis: Wear and tear,Preventive,49595.99
DT00357,EQ0028,2024-02-19,2024-02-19 03:00:00,2024-02-22 02:42:00,71.7,Hydraulic,Hydraulic Pump,Root cause analysis: Design flaw,Reactive,5120.33
DT00358,EQ0028,2025-01-08,2025-01-08 06:00:00,2025-01-09 01:31:48,19.53,Electrical,Engine,Root cause analysis: Material fatigue,Reactive,31467.41
DT00359,EQ0028,2024-04-24,2024-04-24 02:00:00,2024-04-25 10:03:00,32.05,Mechanical,Engine,Root cause analysis: Operator error,Predictive,24101.93
DT00360,EQ0028,2023-09-29,2023-09-29 08:00:00,2023-10-01 03:33:36,43.56,Mechanical,Engine,Root cause analysis: Design flaw,Reactive,40946.9
DT00361,EQ0028,2025-05-14,2025-05-14 08:00:00,2025-05-16 10:34:48,50.58,Mechanical,Alternator,Root cause analysis: Material fatigue,Reactive,4921.89
DT00362,EQ0028,2023-07-29,2023-07-29 06:00:00,2023-07-29 15:13:12,9.22,Hydraulic,Hydraulic Pump,Root cause analysis: Material fatigue,Predictive,38786.29
DT00363,EQ0028,2023-09-30,2023-09-30 03:00:00,2023-10-02 01:54:36,46.91,Mechanical,Boom,Root cause analysis: External damage,Predictive,919.5
DT00364,EQ0028,2023-12-03,2023-12-03 04:00:00,2023-12-04 12:48:36,32.81,Electrical,Fuel System,Root cause analysis: External damage,Reactive,34485.03
DT00365,EQ0028,2024-03-20,2024-03-20 02:00:00,2024-03-20 10:04:12,8.07,Electrical,Transmission,Root cause analysis: External damage,Preventive,36635.45
DT00366,EQ0028,2024-12-20,2024-12-20 06:00:00,2024-12-23 03:25:48,69.43,Electrical,Alternator,Root cause analysis: Design flaw,Reactive,32408.72
DT00367,EQ0028,2024-05-23,2024-05-23 05:00:00,2024-05-24 21:44:24,40.74,Mechanical,Brake System,Root cause analysis: Operator error,Reactive,26128.58
DT00368,EQ0028,2025-11-09,2025-11-09 07:00:00,2025-11-09 22:12:36,15.21,Hydraulic,Engine,Root cause analysis: Operator error,Reactive,24996.94
DT00369,EQ0028,2023-08-19,2023-08-19 02:00:00,2023-08-19 20:52:48,18.88,Structural,Engine,Root cause analysis: Design flaw,Preventive,46729.26
DT00370,EQ0028,2023-09-28,2023-09-28 07:00:00,2023-09-29 12:04:48,29.08,Hydraulic,Boom,Root cause analysis: Operator error,Preventive,38254.93
DT00371,EQ0028,2023-05-30,2023-05-30 02:00:00,2023-05-30 05:10:12,3.17,Mechanical,Brake System,Root cause analysis: Operator error,Preventive,2471.43
DT00372,EQ0028,2023-05-04,2023-05-04 07:00:00,2023-05-07 03:24:36,68.41,Structural,Brake System,Root cause analysis: External damage,Preventive,38471.95
DT00373,EQ0028,2025-05-17,2025-05-17 02:00:00,2025-05-19 05:07:48,51.13,Structural,Boom,Root cause analysis: External damage,Reactive,8057.68
DT00374,EQ0028,2023-06-21,2023-06-21 04:00:00,2023-06-22 03:41:24,23.69,Electrical,Boom,Root cause analysis: Design flaw,Reactive,19841.21
DT00375,EQ0029,2024-09-27,2024-09-27 04:00:00,2024-09-29 06:54:36,50.91,Mechanical,Alternator,Root cause analysis: Wear and tear,Reactive,46269.07
DT00376,EQ0029,2023-08-26,2023-08-26 01:00:00,2023-08-27 10:44:24,33.74,Hydraulic,Hydraulic Pump,Root cause analysis: Wear and tear,Reactive,1126.92
DT00377,EQ0029,2023-10-09,2023-10-09 03:00:00,2023-10-11 06:06:00,51.1,Engine,Cooling System,Root cause analysis: External damage,Reactive,26102.53
DT00378,EQ0029,2024-06-14,2024-06-14 03:00:00,2024-06-14 16:41:24,13.69,Hydraulic,Transmission,Root cause analysis: Wear and tear,Preventive,17083.05
DT00379,EQ0029,2025-05-29,2025-05-29 02:00:00,2025-05-29 23:02:24,21.04,Hydraulic,Bucket,Root cause analysis: Wear and tear,Reactive,25059.3
DT00380,EQ0029,2025-11-12,2025-11-12 08:00:00,2025-11-13 11:12:36,27.21,Structural,Hydraulic Pump,Root cause analysis: Design flaw,Reactive,8286.84
DT00381,EQ0029,2023-07-30,2023-07-30 02:00:00,2023-08-01 18:36:00,64.6,Electrical,Boom,Root cause analysis: Wear and tear,Reactive,2679.88
DT00382,EQ0030,2024-05-15,2024-05-15 06:00:00,2024-05-15 11:13:12,5.22,Engine,Hydraulic Pump,Root cause analysis: Operator error,Preventive,46592.42
DT00383,EQ0030,2023-03-14,2023-03-14 07:00:00,2023-03-15 23:42:00,40.7,Electrical,Cooling System,Root cause analysis: Operator error,Preventive,21104.7
DT00384,EQ0030,2024-10-17,2024-10-17 02:00:00,2024-10-17 22:59:24,20.99,Structural,Cooling System,Root cause analysis: Wear and tear,Reactive,25351.03
DT00385,EQ0030,2023-04-18,2023-04-18 01:00:00,2023-04-18 15:33:00,14.55,Engine,Transmission,Root cause analysis: Material fatigue,Reactive,43368.6
DT00386,EQ0030,2024-09-28,2024-09-28 08:00:00,2024-09-29 08:54:36,24.91,Mechanical,Cooling System,Root cause analysis: Operator error,Preventive,14933.96
DT00387,EQ0031,2024-05-11,2024-05-11 08:00:00,2024-05-12 18:28:12,34.47,Electrical,Boom,Root cause analysis: Operator error,Reactive,7953.04
DT00388,EQ0031,2025-04-19,2025-04-19 06:00:00,2025-04-19 09:40:12,3.67,Mechanical,Cooling System,Root cause analysis: Wear and tear,Preventive,38066.99
DT00389,EQ0031,2025-02-09,2025-02-09 05:00:00,2025-02-11 18:25:48,61.43,Mechanical,Alternator,Root cause analysis: External damage,Preventive,49164.23
DT00390,EQ0031,2025-05-09,2025-05-09 01:00:00,2025-05-10 13:26:24,36.44,Electrical,Brake System,Root cause analysis: Wear and tear,Reactive,2673.06
DT00391,EQ0031,2024-04-19,2024-04-19 07:00:00,2024-04-21 23:48:36,64.81,Hydraulic,Undercarriage,Root cause analysis: Wear and tear,Reactive,29248.15
DT00392,EQ0031,2025-11-01,2025-11-01 07:00:00,2025-11-01 18:21:00,11.35,Mechanical,Bucket,Root cause analysis: External damage,Predictive,3583.0
DT00393,EQ0031,2023-09-25,2023-09-25 05:00:00,2023-09-25 23:34:12,18.57,Hydraulic,Fuel System,Root cause analysis: Design flaw,Reactive,16243.86
DT00394,EQ0031,2024-07-10,2024-07-10 04:00:00,2024-07-10 22:21:00,18.35,Electrical,Bucket,Root cause analysis: Wear and tear,Reactive,8192.82
DT00395,EQ0031,2023-12-03,2023-12-03 06:00:00,2023-12-04 15:28:12,33.47,Engine,Transmission,Root cause analysis: External damage,Preventive,18235.23
DT00396,EQ0031,2024-03-01,2024-03-01 08:00:00,2024-03-02 17:37:48,33.63,Hydraulic,Transmission,Root cause analysis: Wear and tear,Predictive,8301.96
DT00397,EQ0031,2024-09-15,2024-09-15 01:00:00,2024-09-17 12:51:00,59.85,Electrical,Cooling System,Root cause analysis: Operator error,Predictive,5015.04
DT00398,EQ0031,2024-05-23,2024-05-23 07:00:00,2024-05-26 04:47:24,69.79,Structural,Engine,Root cause analysis: Design flaw,Preventive,13378.26
DT00399,EQ0031,2023-12-23,2023-12-23 07:00:00,2023-12-23 11:10:48,4.18,Engine,Boom,Root cause analysis: External damage,Reactive,12867.71
DT00400,EQ0031,2025-08-04,2025-08-04 03:00:00,2025-08-04 12:07:48,9.13,Mechanical,Engine,Root cause analysis: Wear and tear,Reactive,41603.43
DT00401,EQ0032,2023-09-25,2023-09-25 07:00:00,2023-09-25 22:52:12,15.87,Hydraulic,Transmission,Root cause analysis: External damage,Preventive,29512.88
DT00402,EQ0032,2023-06-03,2023-06-03 02:00:00,2023-06-03 05:31:48,3.53,Electrical,Undercarriage,Root cause analysis: Operator error,Reactive,5052.94
DT00403,EQ0032,2024-11-10,2024-11-10 08:00:00,2024-11-10 18:34:48,10.58,Mechanical,Hydraulic Pump,Root cause analysis: External damage,Reactive,21941.24
DT00404,EQ0032,2025-03-19,2025-03-19 07:00:00,2025-03-20 19:43:48,36.73,Engine,Hydraulic Pump,Root cause analysis: Design flaw,Predictive,11128.45
DT00405,EQ0032,2024-01-19,2024-01-19 08:00:00,2024-01-20 05:15:00,21.25,Electrical,Engine,Root cause analysis: External damage,Reactive,31149.24
DT00406,EQ0032,2024-05-18,2024-05-18 08:00:00,2024-05-20 07:18:36,47.31,Engine,Boom,Root cause analysis: Material fatigue,Reactive,3518.46
DT00407,EQ0032,2024-07-26,2024-07-26 07:00:00,2024-07-27 11:48:36,28.81,Electrical,Boom,Root cause analysis: Operator error,Reactive,31722.34
DT00408,EQ0032,2023-02-09,2023-02-09 06:00:00,2023-02-12 05:15:36,71.26,Engine,Boom,Root cause analysis: Material fatigue,Reactive,17529.69
DT00409,EQ0032,2025-10-25,2025-10-25 05:00:00,2025-10-26 05:30:36,24.51,Electrical,Engine,Root cause analysis: Design flaw,Reactive,30057.26
DT00410,EQ0032,2023-03-02,2023-03-02 05:00:00,2023-03-04 21:42:00,64.7,Mechanical,Undercarriage,Root cause analysis: External damage,Reactive,18192.93
DT00411,EQ0032,2024-04-21,2024-04-21 02:00:00,2024-04-24 00:10:48,70.18,Electrical,Alternator,Root cause analysis: Design flaw,Reactive,26917.63
DT00412,EQ0032,2023-04-25,2023-04-25 04:00:00,2023-04-27 11:28:48,55.48,Structural,Fuel System,Root cause analysis: Design flaw,Preventive,46792.7
DT00413,EQ0033,2023-12-27,2023-12-27 06:00:00,2023-12-28 00:33:36,18.56,Hydraulic,Bucket,Root cause analysis: Wear and tear,Preventive,35320.92
DT00414,EQ0033,2024-12-21,2024-12-21 03:00:00,2024-12-23 23:19:48,68.33,Structural,Alternator,Root cause analysis: Material fatigue,Reactive,27335.17
DT00415,EQ0033,2023-12-26,2023-12-26 02:00:00,2023-12-27 14:19:48,36.33,Mechanical,Alternator,Root cause analysis: External damage,Predictive,11331.04
DT00416,EQ0033,2025-12-14,2025-12-14 06:00:00,2025-12-15 17:27:36,35.46,Structural,Alternator,Root cause analysis: Operator error,Reactive,17367.57
DT00417,EQ0033,2023-12-30,2023-12-30 06:00:00,2024-01-02 00:18:36,66.31,Mechanical,Engine,Root cause analysis: Operator error,Reactive,29537.15
DT00418,EQ0033,2023-10-18,2023-10-18 06:00:00,2023-10-20 14:12:36,56.21,Mechanical,Cooling System,Root cause analysis: Material fatigue,Preventive,29507.82
DT00419,EQ0033,2024-11-20,2024-11-20 03:00:00,2024-11-21 02:07:12,23.12,Electrical,Fuel System,Root cause analysis: Material fatigue,Reactive,32634.42
DT00420,EQ0033,2023-12-23,2023-12-23 06:00:00,2023-12-25 09:30:00,51.5,Electrical,Bucket,Root cause analysis: Operator error,Predictive,19230.01
DT00421,EQ0033,2024-08-26,2024-08-26 01:00:00,2024-08-26 11:54:36,10.91,Structural,Fuel System,Root cause analysis: External damage,Reactive,2102.95
DT00422,EQ0033,2024-10-13,2024-10-13 04:00:00,2024-10-15 22:28:12,66.47,Structural,Transmission,Root cause analysis: Material fatigue,Predictive,7461.85
DT00423,EQ0034,2024-05-02,2024-05-02 06:00:00,2024-05-03 08:16:48,26.28,Electrical,Transmission,Root cause analysis: Design flaw,Reactive,22608.18
DT00424,EQ0034,2024-06-27,2024-06-27 02:00:00,2024-06-27 18:40:48,16.68,Hydraulic,Brake System,Root cause analysis: Wear and tear,Preventive,36160.47
DT00425,EQ0034,2023-04-09,2023-04-09 07:00:00,2023-04-10 12:01:12,29.02,Electrical,Fuel System,Root cause analysis: Material fatigue,Reactive,44147.65
DT00426,EQ0034,2024-12-20,2024-12-20 02:00:00,2024-12-21 18:13:12,40.22,Engine,Bucket,Root cause analysis: Operator error,Predictive,8551.5
DT00427,EQ0034,2023-05-31,2023-05-31 01:00:00,2023-06-02 10:56:24,57.94,Hydraulic,Engine,Root cause analysis: Design flaw,Reactive,13425.82
DT00428,EQ0034,2023-08-03,2023-08-03 03:00:00,2023-08-03 10:11:24,7.19,Engine,Hydraulic Pump,Root cause analysis: Wear and tear,Reactive,27578.79
DT00429,EQ0034,2023-07-10,2023-07-10 08:00:00,2023-07-11 09:39:36,25.66,Mechanical,Fuel System,Root cause analysis: Operator error,Predictive,30562.22
DT00430,EQ0035,2023-11-18,2023-11-18 06:00:00,2023-11-18 11:45:00,5.75,Electrical,Alternator,Root cause analysis: Material fatigue,Reactive,35011.24
DT00431,EQ0035,2024-06-27,2024-06-27 05:00:00,2024-06-29 05:14:24,48.24,Electrical,Transmission,Root cause analysis: Wear and tear,Preventive,19948.66
DT00432,EQ0035,2025-10-02,2025-10-02 06:00:00,2025-10-02 18:45:00,12.75,Mechanical,Fuel System,Root cause analysis: Wear and tear,Preventive,15080.2
DT00433,EQ0035,2025-09-10,2025-09-10 01:00:00,2025-09-10 16:58:48,15.98,Electrical,Hydraulic Pump,Root cause analysis: Design flaw,Reactive,48864.36
DT00434,EQ0035,2025-08-27,2025-08-27 05:00:00,2025-08-29 18:03:36,61.06,Engine,Undercarriage,Root cause analysis: Material fatigue,Preventive,44796.44
DT00435,EQ0035,2024-06-26,2024-06-26 07:00:00,2024-06-26 15:22:48,8.38,Electrical,Cooling System,Root cause analysis: Material fatigue,Reactive,18785.38
DT00436,EQ0035,2025-07-01,2025-07-01 08:00:00,2025-07-01 13:07:12,5.12,Engine,Brake System,Root cause analysis: Operator error,Predictive,41935.4
DT00437,EQ0035,2023-05-07,2023-05-07 02:00:00,2023-05-07 14:34:48,12.58,Mechanical,Cooling System,Root cause analysis: External damage,Reactive,20992.34
DT00438,EQ0035,2024-04-10,2024-04-10 07:00:00,2024-04-11 23:45:00,40.75,Structural,Fuel System,Root cause analysis: External damage,Reactive,34509.86
DT00439,EQ0035,2025-08-30,2025-08-30 04:00:00,2025-08-31 22:05:24,42.09,Engine,Brake System,Root cause analysis: Wear and tear,Predictive,20042.82
DT00440,EQ0035,2023-03-13,2023-03-13 03:00:00,2023-03-14 16:09:00,37.15,Mechanical,Undercarriage,Root cause analysis: Operator error,Preventive,47478.54
DT00441,EQ0035,2023-12-09,2023-12-09 04:00:00,2023-12-12 02:03:00,70.05,Electrical,Engine,Root cause analysis: Material fatigue,Reactive,4379.24
DT00442,EQ0035,2025-06-10,2025-06-10 03:00:00,2025-06-10 19:07:48,16.13,Structural,Brake System,Root cause analysis: Design flaw,Preventive,45584.82
DT00443,EQ0035,2023-05-18,2023-05-18 07:00:00,2023-05-18 15:05:24,8.09,Structural,Cooling System,Root cause analysis: Design flaw,Reactive,26224.56
DT00444,EQ0035,2023-01-26,2023-01-26 07:00:00,2023-01-28 16:03:36,57.06,Mechanical,Fuel System,Root cause analysis: Operator error,Reactive,7835.89
DT00445,EQ0035,2023-07-25,2023-07-25 02:00:00,2023-07-27 20:44:24,66.74,Hydraulic,Boom,Root cause analysis: Design flaw,Reactive,43955.73
DT00446,EQ0035,2024-06-24,2024-06-24 08:00:00,2024-06-25 12:48:36,28.81,Structural,Bucket,Root cause analysis: Material fatigue,Reactive,2354.55
DT00447,EQ0035,2024-07-18,2024-07-18 07:00:00,2024-07-19 13:12:36,30.21,Mechanical,Fuel System,Root cause analysis: Design flaw,Reactive,34680.43
DT00448,EQ0036,2025-08-31,2025-08-31 06:00:00,2025-09-03 00:27:36,66.46,Mechanical,Cooling System,Root cause analysis: Design flaw,Reactive,15891.99
DT00449,EQ0036,2025-10-03,2025-10-03 02:00:00,2025-10-05 16:04:48,62.08,Electrical,Hydraulic Pump,Root cause analysis: Design flaw,Predictive,48723.86
DT00450,EQ0036,2025-06-26,2025-06-26 06:00:00,2025-06-28 14:10:48,56.18,Hydraulic,Fuel System,Root cause analysis: External damage,Predictive,32454.96
DT00451,EQ0036,2024-01-20,2024-01-20 07:00:00,2024-01-21 15:55:12,32.92,Engine,Boom,Root cause analysis: Design flaw,Preventive,41140.36
DT00452,EQ0036,2025-11-21,2025-11-21 02:00:00,2025-11-23 11:24:00,57.4,Hydraulic,Boom,Root cause analysis: Material fatigue,Reactive,7214.67
DT00453,EQ0036,2025-12-09,2025-12-09 01:00:00,2025-12-11 16:33:00,63.55,Electrical,Alternator,Root cause analysis: Operator error,Reactive,41930.35
DT00454,EQ0037,2023-03-09,2023-03-09 06:00:00,2023-03-10 15:57:00,33.95,Electrical,Brake System,Root cause analysis: Design flaw,Preventive,41263.56
DT00455,EQ0037,2025-10-31,2025-10-31 02:00:00,2025-11-01 07:47:24,29.79,Mechanical,Alternator,Root cause analysis: Design flaw,Preventive,24694.94
DT00456,EQ0037,2025-07-02,2025-07-02 08:00:00,2025-07-02 22:25:48,14.43,Structural,Boom,Root cause analysis: Design flaw,Reactive,17540.33
DT00457,EQ0037,2024-06-13,2024-06-13 02:00:00,2024-06-15 08:25:48,54.43,Hydraulic,Engine,Root cause analysis: Material fatigue,Predictive,2957.73
DT00458,EQ0037,2024-03-14,2024-03-14 04:00:00,2024-03-16 18:00:00,62.0,Electrical,Brake System,Root cause analysis: Material fatigue,Preventive,25907.42
DT00459,EQ0037,2023-01-19,2023-01-19 03:00:00,2023-01-20 14:11:24,35.19,Electrical,Bucket,Root cause analysis: Wear and tear,Predictive,11576.62
DT00460,EQ0037,2024-09-17,2024-09-17 05:00:00,2024-09-19 08:53:24,51.89,Engine,Fuel System,Root cause analysis: Design flaw,Preventive,23220.4
DT00461,EQ0037,2024-03-22,2024-03-22 07:00:00,2024-03-23 17:40:12,34.67,Structural,Transmission,Root cause analysis: Wear and tear,Preventive,25819.93
DT00462,EQ0037,2025-02-05,2025-02-05 05:00:00,2025-02-06 22:18:00,41.3,Hydraulic,Transmission,Root cause analysis: Material fatigue,Reactive,3659.93
DT00463,EQ0037,2024-07-20,2024-07-20 05:00:00,2024-07-22 03:50:24,46.84,Hydraulic,Brake System,Root cause analysis: Operator error,Predictive,7921.5
DT00464,EQ0037,2024-05-07,2024-05-07 07:00:00,2024-05-09 23:58:48,64.98,Hydraulic,Hydraulic Pump,Root cause analysis: Wear and tear,Preventive,32942.33
DT00465,EQ0037,2024-08-28,2024-08-28 07:00:00,2024-08-29 03:09:36,20.16,Engine,Fuel System,Root cause analysis: Wear and tear,Reactive,29359.67
DT00466,EQ0038,2024-12-03,2024-12-03 04:00:00,2024-12-05 08:51:36,52.86,Structural,Undercarriage,Root cause analysis: Design flaw,Reactive,25612.09
DT00467,EQ0038,2023-12-15,2023-12-15 03:00:00,2023-12-17 15:50:24,60.84,Hydraulic,Transmission,Root cause analysis: Material fatigue,Reactive,6833.23
DT00468,EQ0038,2024-06-13,2024-06-13 03:00:00,2024-06-15 07:45:36,52.76,Hydraulic,Transmission,Root cause analysis: Operator error,Preventive,18086.53
DT00469,EQ0038,2024-09-20,2024-09-20 06:00:00,2024-09-21 13:25:48,31.43,Hydraulic,Brake System,Root cause analysis: External damage,Predictive,15055.53
DT00470,EQ0038,2023-08-30,2023-08-30 02:00:00,2023-08-31 12:56:24,34.94,Engine,Alternator,Root cause analysis: External damage,Reactive,6430.89
DT00471,EQ0038,2025-02-20,2025-02-20 07:00:00,2025-02-21 22:05:24,39.09,Mechanical,Hydraulic Pump,Root cause analysis: Operator error,Reactive,49621.22
DT00472,EQ0038,2024-12-02,2024-12-02 08:00:00,2024-12-03 14:38:24,30.64,Electrical,Cooling System,Root cause analysis: Operator error,Reactive,39057.59
DT00473,EQ0038,2025-09-25,2025-09-25 03:00:00,2025-09-26 04:16:48,25.28,Hydraulic,Engine,Root cause analysis: Wear and tear,Predictive,22876.63
DT00474,EQ0038,2024-03-04,2024-03-04 03:00:00,2024-03-06 10:16:48,55.28,Structural,Hydraulic Pump,Root cause analysis: Material fatigue,Preventive,39367.94
DT00475,EQ0038,2023-06-30,2023-06-30 07:00:00,2023-06-30 18:03:36,11.06,Engine,Fuel System,Root cause analysis: Material fatigue,Preventive,48283.73
DT00476,EQ0038,2025-02-24,2025-02-24 04:00:00,2025-02-24 06:19:48,2.33,Hydraulic,Engine,Root cause analysis: Design flaw,Reactive,37963.96
DT00477,EQ0039,2023-02-06,2023-02-06 04:00:00,2023-02-08 05:22:12,49.37,Electrical,Cooling System,Root cause analysis: Design flaw,Reactive,6882.07
DT00478,EQ0039,2025-02-24,2025-02-24 05:00:00,2025-02-25 18:13:48,37.23,Electrical,Transmission,Root cause analysis: Wear and tear,Reactive,15261.01
DT00479,EQ0039,2024-08-18,2024-08-18 06:00:00,2024-08-19 15:54:36,33.91,Engine,Hydraulic Pump,Root cause analysis: Design flaw,Reactive,49808.88
DT00480,EQ0039,2025-09-30,2025-09-30 04:00:00,2025-10-01 07:09:00,27.15,Electrical,Fuel System,Root cause analysis: Wear and tear,Preventive,11806.71
DT00481,EQ0039,2023-09-26,2023-09-26 01:00:00,2023-09-26 17:46:48,16.78,Structural,Boom,Root cause analysis: Operator error,Preventive,6596.52
DT00482,EQ0039,2023-03-18,2023-03-18 05:00:00,2023-03-19 09:15:36,28.26,Structural,Bucket,Root cause analysis: Wear and tear,Predictive,29899.24
DT00483,EQ0039,2023-04-09,2023-04-09 01:00:00,2023-04-11 01:20:24,48.34,Mechanical,Transmission,Root cause analysis: Material fatigue,Predictive,22493.56
DT00484,EQ0039,2023-09-11,2023-09-11 08:00:00,2023-09-13 00:18:36,40.31,Electrical,Alternator,Root cause analysis: Wear and tear,Reactive,15405.26
DT00485,EQ0039,2023-07-26,2023-07-26 05:00:00,2023-07-28 05:22:12,48.37,Structural,Bucket,Root cause analysis: Operator error,Preventive,21231.87
DT00486,EQ0039,2023-08-03,2023-08-03 02:00:00,2023-08-04 15:48:36,37.81,Hydraulic,Transmission,Root cause analysis: Wear and tear,Predictive,25138.08
DT00487,EQ0039,2024-02-14,2024-02-14 04:00:00,2024-02-16 12:27:36,56.46,Hydraulic,Fuel System,Root cause analysis: Design flaw,Preventive,8438.49
DT00488,EQ0040,2024-03-01,2024-03-01 08:00:00,2024-03-03 10:10:12,50.17,Hydraulic,Alternator,Root cause analysis: Wear and tear,Reactive,1131.1
DT00489,EQ0040,2023-07-02,2023-07-02 08:00:00,2023-07-05 01:28:48,65.48,Electrical,Transmission,Root cause analysis: External damage,Reactive,4214.89
DT00490,EQ0040,2023-07-27,2023-07-27 04:00:00,2023-07-29 21:19:48,65.33,Engine,Brake System,Root cause analysis: Design flaw,Reactive,23481.73
DT00491,EQ0040,2023-07-24,2023-07-24 01:00:00,2023-07-26 11:55:12,58.92,Hydraulic,Cooling System,Root cause analysis: Design flaw,Predictive,21586.76
DT00492,EQ0040,2023-08-26,2023-08-26 01:00:00,2023-08-26 09:39:00,8.65,Mechanical,Hydraulic Pump,Root cause analysis: Operator error,Preventive,16768.71
DT00493,EQ0040,2025-06-15,2025-06-15 05:00:00,2025-06-18 01:51:36,68.86,Mechanical,Cooling System,Root cause analysis: Design flaw,Reactive,9552.04
DT00494,EQ0040,2025-03-31,2025-03-31 08:00:00,2025-04-01 14:01:12,30.02,Hydraulic,Fuel System,Root cause analysis: Material fatigue,Preventive,40095.01
DT00495,EQ0040,2023-12-08,2023-12-08 01:00:00,2023-12-08 10:54:36,9.91,Electrical,Transmission,Root cause analysis: Material fatigue,Preventive,45605.72
DT00496,EQ0040,2025-09-15,2025-09-15 08:00:00,2025-09-17 18:09:36,58.16,Electrical,Bucket,Root cause analysis: Material fatigue,Reactive,39068.63
DT00497,EQ0040,2023-03-01,2023-03-01 03:00:00,2023-03-03 17:22:48,62.38,Engine,Undercarriage,Root cause analysis: Wear and tear,Reactive,44435.9
DT00498,EQ0040,2025-06-21,2025-06-21 05:00:00,2025-06-21 10:13:12,5.22,Hydraulic,Engine,Root cause analysis: External damage,Preventive,38492.67
DT00499,EQ0040,2024-04-03,2024-04-03 06:00:00,2024-04-06 04:27:00,70.45,Structural,Boom,Root cause analysis: External damage,Reactive,5214.49
DT00500,EQ0040,2024-05-24,2024-05-24 07:00:00,2024-05-25 18:44:24,35.74,Electrical,Boom,Root cause analysis: External damage,Preventive,3201.02
DT00501,EQ0040,2023-11-18,2023-11-18 08:00:00,2023-11-19 21:23:24,37.39,Engine,Hydraulic Pump,Root cause analysis: Wear and tear,Reactive,37695.79
DT00502,EQ0040,2024-10-18,2024-10-18 05:00:00,2024-10-18 23:51:36,18.86,Mechanical,Boom,Root cause analysis: Operator error,Preventive,27749.53
DT00503,EQ0040,2025-02-14,2025-02-14 04:00:00,2025-02-15 10:13:48,30.23,Mechanical,Undercarriage,Root cause analysis: Material fatigue,Reactive,40162.43
DT00504,EQ0040,2025-07-06,2025-07-06 08:00:00,2025-07-06 16:09:36,8.16,Engine,Cooling System,Root cause analysis: Wear and tear,Reactive,49043.2
